store_id,product_id,quantity
3,192,63
3,193,74
3,194,91
3,195,36
3,196,32
3,197,42
3,198,85
3,199,63
3,200,28
3,201,30
3,202,81
3,203,88
3,204,10
3,205,66
3,206,37
3,207,20
3,208,29
3,209,44
3,210,81
3,211,42
3,212,4
3,213,65
3,214,82
3,215,83
3,216,88
3,217,38
3,218,54
3,219,81
3,220,27
3,221,80
3,222,84
3,223,93
3,224,5
3,225,7
3,226,67
3,227,43
3,228,28
3,229,42
3,230,15
3,231,75
3,232,9
3,233,19
3,234,13
3,235,76
3,236,16
3,237,71
3,238,75
3,239,26
3,240,41
3,241,63
3,242,33
3,243,95
3,244,87
3,245,61
3,246,13
3,247,46
3,248,13
3,249,90
3,250,45
3,251,44
3,252,42
3,253,26
3,254,19
3,255,90
3,256,24
3,257,89
3,258,5
3,259,78
3,260,43
3,261,71
3,262,8
3,263,30
3,264,56
3,265,41
3,266,34
3,267,65
3,268,39
3,269,14
3,270,5
3,271,29
3,272,39
3,273,14
3,274,27
3,275,99
3,276,91
3,277,2
3,278,75
3,279,82
3,280,12
3,281,40
3,282,11
3,283,44
3,284,33
3,285,39
3,286,17
3,287,48
3,288,14
3,289,69
3,290,93
3,291,11
3,292,88
3,293,100
3,294,70
3,295,63
3,296,32
3,297,73
3,298,24
3,299,67
3,300,8
3,301,11
3,302,19
3,303,81
3,304,11
3,305,22
3,306,96
3,307,79
3,308,28
3,309,48
3,310,47
3,311,89
3,312,21
3,313,73
3,314,78
3,315,29
3,316,93
3,317,92
3,318,92
3,319,61
3,320,68
3,321,57
4,1,71
4,2,13
4,3,35
4,4,66
4,5,34
4,6,94
4,7,55
4,8,75
4,9,58
4,10,88
4,11,82
4,12,62
4,13,63
4,14,52
4,15,18
4,16,7
4,17,64
4,18,25
4,19,17
4,20,55
4,21,57
4,22,98
4,23,43
4,24,30
4,25,47
4,26,34
4,27,36
4,28,44
4,29,81
4,30,24
4,31,84
4,32,74
4,33,66
4,34,26
4,35,37
4,36,59
4,37,75
4,38,63
4,39,20
4,40,24
4,41,68
4,42,12
4,43,32
4,44,33
4,45,61
4,46,80
4,47,7
4,48,58
4,49,11
4,50,22
4,51,99
4,52,88
4,53,80
4,54,81
4,55,21
4,56,10
4,57,53
4,58,17
4,59,87
4,60,56
4,61,91
4,62,50
4,63,88
4,64,12
4,65,71
4,66,28
4,67,68
4,68,74
4,69,76
4,70,41
4,71,88
4,72,39
4,73,99
4,74,17
4,75,29
4,76,35
4,77,39
4,78,15
4,79,82
4,80,96
4,81,32
4,82,75
4,83,22
4,84,4
4,85,94
4,86,27
4,87,68
4,88,64
4,89,71
4,90,95
4,91,31
4,92,41
4,93,64
4,94,57
4,95,18
4,96,56
4,97,35
4,98,94
4,99,51
4,100,47
4,101,60
4,102,55
4,103,20
4,104,33
4,105,4
4,106,82
4,107,76
4,108,34
4,109,43
4,110,80
4,111,14
4,112,35
4,113,79
4,114,12
4,115,28
4,116,85
4,117,55
4,118,27
4,119,7
4,120,61
4,121,86
4,122,46
4,123,26
4,124,13
4,125,56
4,126,14
4,127,51
4,128,13
4,129,72
4,130,83
4,131,33
4,132,42
4,133,86
4,134,10
4,135,34
4,136,7
4,137,97
4,138,37
4,139,20
4,140,76
4,141,77
4,142,50
4,143,70
4,144,31
4,145,63
4,146,77
4,147,37
4,148,48
4,149,59
4,150,9
4,151,60
4,152,38
4,153,62
4,154,79
4,155,24
4,156,88
4,157,64
4,158,38
4,159,10
4,160,92
4,161,74
4,162,65
4,163,66
4,164,27
4,165,83
4,166,67
4,167,23
4,168,76
4,169,90
4,170,89
4,171,94
4,172,71
4,173,38
4,174,10
4,175,19
4,176,41
4,177,61
4,178,86
4,179,76
4,180,84
4,181,96
4,182,96
4,183,44
4,184,93
4,185,76
4,186,7
4,187,52
4,188,9
4,189,63
4,190,68
4,191,11
4,192,49
4,193,70
4,194,43
4,195,68
4,196,45
4,197,99
4,198,29
4,199,6
4,200,25
4,201,5
4,202,53
4,203,88
4,204,42
4,205,10
4,206,56
4,207,8
4,208,60
4,209,61
4,210,27
4,211,66
4,212,43
4,213,67
4,214,72
4,215,72
4,216,44
4,217,81
4,218,52
4,219,52
4,220,94
4,221,26
4,222,47
4,223,9
4,224,64
4,225,78
4,226,26
4,227,48
4,228,61
4,229,39
4,230,27
4,231,14
4,232,46
4,233,69
4,234,27
4,235,21
4,236,37
4,237,8
4,238,91
4,239,67
4,240,13
4,241,9
4,242,28
4,243,50
4,244,24
4,245,34
4,246,68
4,247,3
4,248,2
4,249,24
4,250,93
4,251,36
4,252,56
4,253,45
4,254,19
4,255,43
4,256,9
4,257,48
4,258,55
4,259,1
4,260,12
4,261,6
4,262,45
4,263,54
4,264,34
4,265,70
4,266,92
4,267,77
4,268,6
4,269,90
4,270,28
4,271,84
4,272,28
4,273,16
4,274,92
4,275,59
4,276,74
4,277,37
4,278,34
4,279,58
4,280,75
4,281,61
4,282,70
4,283,94
4,284,73
4,285,57
4,286,30
4,287,44
4,288,32
4,289,63
4,290,84
4,291,10
4,292,98
4,293,75
4,294,53
4,295,56
4,296,53
4,297,34
4,298,90
4,299,12
4,300,100
4,301,97
4,302,58
4,303,84
4,304,46
4,305,49
4,306,75
4,307,93
4,308,14
4,309,30
4,310,32
4,311,41
4,312,60
4,313,48
4,314,76
4,315,97
4,316,67
4,317,98
4,318,11
4,319,50
4,320,93
4,321,42
5,1,61
5,2,61
5,3,89
5,4,50
5,5,89
5,6,17
5,7,70
5,8,56
5,9,26
5,10,30
5,11,7
5,12,64
5,13,71
5,14,55
5,15,40
5,16,15
5,17,29
5,18,15
5,19,8
5,20,80
5,21,68
5,22,79
5,23,75
5,24,30
5,25,12
5,26,79
5,27,24
5,28,58
5,29,85
5,30,22
5,31,79
5,32,47
5,33,19
5,34,100
5,35,73
5,36,46
5,37,25
5,38,13
5,39,13
5,40,5
5,41,20
5,42,51
5,43,15
5,44,5
5,45,96
5,46,100
5,47,18
5,48,67
5,49,23
5,50,77
5,51,2
5,52,46
5,53,67
5,54,31
5,55,39
5,56,19
5,57,24
5,58,19
5,59,46
5,60,3
5,61,53
5,62,60
5,63,14
5,64,22
5,65,97
5,66,37
5,67,63
5,68,23
5,69,65
5,70,91
5,71,43
5,72,79
5,73,62
5,74,59
5,75,43
5,76,45
5,77,91
5,78,60
5,79,3
5,80,10
5,81,6
5,82,96
5,83,91
5,84,20
5,85,78
5,86,12
5,87,39
5,88,27
5,89,59
5,90,47
5,91,90
5,92,32
5,93,39
5,94,44
5,95,12
5,96,39
5,97,93
5,98,15
5,99,73
5,100,91
5,101,20
5,102,100
5,103,34
5,104,56
5,105,52
5,106,26
5,107,26
5,108,89
5,109,14
5,110,96
5,111,70
5,112,89
5,113,4
5,114,99
5,115,93
5,116,75
5,117,9
5,118,82
5,119,26
5,120,35
5,121,91
5,122,31
5,123,19
5,124,67
5,125,95
5,126,67
5,127,33
5,128,95
5,129,42
5,130,96
5,131,25
5,132,64
5,133,17
5,134,6
5,135,79
5,136,29
5,137,63
5,138,43
5,139,32
5,140,53
5,141,91
5,142,18
5,143,76
5,144,13
5,145,87
5,146,53
5,147,23
5,148,57
5,149,96
5,150,77
5,151,66
5,152,74
5,153,67
5,154,100
5,155,36
5,156,45
5,157,62
5,158,46
5,159,70
5,160,55
5,161,46
5,162,90
5,163,65
5,164,40
5,165,18
5,166,99
5,167,97
5,168,88
5,169,1
5,170,42
5,171,9
5,172,69
5,173,55
5,174,30
5,175,6
5,176,17
5,177,84
5,178,22
5,179,18
5,180,68
5,181,9
5,182,68
5,183,92
5,184,24
5,185,98
5,186,45
5,187,80
5,188,54
5,189,75
5,190,29
5,191,37
5,192,72
5,193,67
5,194,79
5,195,96
5,196,14
5,197,51
5,198,9
5,199,11
5,200,11
5,201,11
5,202,39
5,203,69
5,204,35
5,205,75
5,206,78
5,207,29
5,208,52
5,209,57
5,210,39
5,211,88
5,212,81
5,213,44
5,214,16
5,215,82
5,216,85
5,217,88
5,218,51
5,219,40
5,220,31
5,221,84
5,222,30
5,223,78
5,224,11
5,225,24
5,226,41
5,227,57
5,228,97
5,229,94
5,230,33
5,231,10
5,232,22
5,233,10
5,234,63
5,235,97
5,236,34
5,237,85
5,238,12
5,239,72
5,240,99
5,241,49
5,242,83
5,243,44
5,244,99
5,245,2
5,246,25
5,247,74
5,248,85
5,249,95
5,250,71
5,251,100
5,252,21
5,253,32
5,254,94
5,255,68
5,256,60
5,257,96
5,258,85
5,259,7
5,260,77
5,261,64
5,262,65
5,263,5
5,264,72
5,265,74
5,266,80
5,267,54
5,268,96
5,269,7
5,270,17
5,271,97
5,272,58
5,273,65
5,274,41
5,275,90
5,276,87
5,277,70
5,278,40
5,279,40
5,280,19
5,281,57
5,282,57
5,283,76
5,284,16
5,285,79
5,286,34
5,287,74
5,288,85
5,289,82
5,290,78
5,291,52
5,292,30
5,293,18
5,294,9
5,295,48
5,296,93
5,297,64
5,298,59
5,299,20
5,300,34
5,301,28
5,302,54
5,303,95
5,304,13
5,305,91
5,306,49
5,307,3
5,308,33
5,309,45
5,310,53
5,311,9
5,312,100
5,313,93
5,314,83
5,315,19
5,316,91
5,317,57
5,318,8
5,319,21
5,320,2
5,321,29
6,1,17
6,2,9
6,3,21
6,4,100
6,5,46
6,6,98
6,7,61
6,8,22
6,9,46
6,10,92
6,11,17
6,12,58
6,13,12
6,14,22
6,15,70
6,16,74
6,17,11
6,18,72
6,19,36
6,20,99
6,21,85
6,22,66
6,23,8
6,24,23
6,25,81
6,26,6
6,27,33
6,28,67
6,29,85
6,30,98
6,31,88
6,32,84
6,33,83
6,34,3
6,35,66
6,36,77
6,37,78
6,38,54
6,39,74
6,40,82
6,41,92
6,42,29
6,43,79
6,44,64
6,45,15
6,46,35
6,47,22
6,48,67
6,49,2
6,50,47
6,51,37
6,52,93
6,53,34
6,54,90
6,55,79
6,56,49
6,57,12
6,58,88
6,59,89
6,60,36
6,61,100
6,62,57
6,63,33
6,64,52
6,65,61
6,66,47
6,67,64
6,68,11
6,69,52
6,70,96
6,71,23
6,72,40
6,73,32
6,74,43
6,75,13
6,76,85
6,77,77
6,78,95
6,79,40
6,80,67
6,81,73
6,82,83
6,83,5
6,84,30
6,85,32
6,86,55
6,87,58
6,88,95
6,89,40
6,90,68
6,91,86
6,92,76
6,93,60
6,94,28
6,95,96
6,96,87
6,97,38
6,98,39
6,99,71
6,100,73
6,101,98
6,102,31
6,103,24
6,104,64
6,105,65
6,106,6
6,107,87
6,108,56
6,109,16
6,110,66
6,111,97
6,112,71
6,113,79
6,114,32
6,115,59
6,116,6
6,117,54
6,118,21
6,119,70
6,120,61
6,121,43
6,122,1
6,123,38
6,124,72
6,125,70
6,126,37
6,127,100
6,128,69
6,129,20
6,130,68
6,131,74
6,132,49
6,133,27
6,134,96
6,135,85
6,136,69
6,137,99
6,138,96
6,139,29
6,140,6
6,141,42
6,142,25
6,143,85
6,144,29
6,145,88
6,146,83
6,147,39
6,148,53
6,149,18
6,150,36
6,151,55
6,152,48
6,153,98
6,154,76
6,155,24
6,156,94
6,157,1
6,158,48
6,159,64
6,160,21
6,161,95
6,162,51
6,163,20
6,164,52
6,165,30
6,166,27
6,167,100
6,168,50
6,169,73
6,170,41
6,171,89
6,172,26
6,173,6
6,174,43
6,175,14
6,176,7
6,177,71
6,178,49
6,179,63
6,180,48
6,181,36
6,182,66
6,183,73
6,184,75
6,185,85
6,186,83
6,187,28
6,188,62
6,189,42
6,190,14
6,191,95
6,192,29
6,193,30
6,194,95
6,195,41
6,196,8
6,197,60
6,198,40
6,199,64
6,200,60
6,201,92
6,202,89
6,203,27
6,204,65
6,205,76
6,206,82
6,207,88
6,208,55
6,209,72
6,210,13
6,211,69
6,212,92
6,213,32
6,214,32
6,215,72
6,216,88
6,217,40
6,218,39
6,219,98
6,220,30
6,221,27
6,222,49
6,223,100
6,224,50
6,225,4
6,226,23
6,227,70
6,228,56
6,229,39
6,230,56
6,231,7
6,232,54
6,233,100
6,234,47
6,235,83
6,236,35
6,237,62
6,238,86
6,239,59
6,240,15
6,241,70
6,242,11
6,243,68
6,244,10
6,245,45
6,246,48
6,247,37
6,248,31
6,249,17
6,250,79
6,251,14
6,252,3
6,253,66
6,254,97
6,255,70
6,256,49
6,257,56
6,258,98
6,259,54
6,260,67
6,261,60
6,262,10
6,263,56
6,264,82
6,265,87
6,266,8
6,267,68
6,268,9
6,269,76
6,270,26
6,271,85
6,272,21
6,273,35
6,274,85
6,275,34
6,276,33
6,277,33
6,278,14
6,279,80
6,280,5
6,281,52
6,282,90
6,283,16
6,284,30
6,285,22
6,286,46
6,287,28
6,288,85
6,289,99
6,290,87
6,291,90
6,292,38
6,293,43
6,294,46
6,295,54
6,296,60
6,297,56
6,298,94
6,299,59
6,300,93
6,301,42
6,302,69
6,303,7
6,304,58
6,305,35
6,306,37
6,307,13
6,308,10
6,309,87
6,310,57
6,311,93
6,312,100
6,313,8
6,314,96
6,315,2
6,316,45
6,317,71
6,318,99
6,319,92
6,320,78
6,321,41
7,1,72
7,2,70
7,3,54
7,4,4
7,5,73
7,6,8
7,7,65
7,8,50
7,9,77
7,10,1
7,11,61
7,12,82
7,13,18
7,14,18
7,15,92
7,16,3
7,17,10
7,18,9
7,19,23
7,20,85
7,21,65
7,22,49
7,23,25
7,24,91
7,25,54
7,26,59
7,27,79
7,28,15
7,29,77
7,30,20
7,31,88
7,32,7
7,33,94
7,34,69
7,35,75
7,36,34
7,37,58
7,38,4
7,39,68
7,40,79
7,41,66
7,42,77
7,43,9
7,44,28
7,45,78
7,46,59
7,47,8
7,48,58
7,49,1
7,50,22
7,51,62
7,52,72
7,53,83
7,54,9
7,55,41
7,56,44
7,57,71
7,58,6
7,59,87
7,60,70
7,61,68
7,62,76
7,63,71
7,64,32
7,65,92
7,66,3
7,67,89
7,68,40
7,69,91
7,70,47
7,71,13
7,72,58
7,73,24
7,74,30
7,75,70
7,76,78
7,77,26
7,78,90
7,79,17
7,80,88
7,81,37
7,82,52
7,83,91
7,84,84
7,85,96
7,86,57
7,87,13
7,88,81
7,89,59
7,90,8
7,91,86
7,92,24
7,93,3
7,94,78
7,95,77
7,96,16
7,97,9
7,98,29
7,99,63
7,100,2
7,101,35
7,102,88
7,103,93
7,104,69
7,105,53
7,106,59
7,107,49
7,108,7
7,109,13
7,110,17
7,111,64
7,112,77
7,113,15
7,114,70
7,115,49
7,116,17
7,117,76
7,118,48
7,119,87
7,120,45
7,121,97
7,122,86
7,123,7
7,124,21
7,125,81
7,126,81
7,127,46
7,128,77
7,129,17
7,130,32
7,131,79
7,132,18
7,133,66
7,134,19
7,135,34
7,136,40
7,137,51
7,138,39
7,139,87
7,140,81
7,141,17
7,142,91
7,143,22
7,144,50
7,145,73
7,146,29
7,147,26
7,148,98
7,149,26
7,150,91
7,151,37
7,152,37
7,153,38
7,154,65
7,155,69
7,156,64
7,157,30
7,158,76
7,159,49
7,160,52
7,161,63
7,162,50
7,163,18
7,164,61
7,165,59
7,166,99
7,167,53
7,168,70
7,169,55
7,170,8
7,171,42
7,172,88
7,173,62
7,174,94
7,175,50
7,176,45
7,177,44
7,178,92
7,179,98
7,180,93
7,181,34
7,182,7
7,183,3
7,184,96
7,185,99
7,186,71
7,187,5
7,188,24
7,189,1
7,190,89
7,191,1
7,192,4
7,193,85
7,194,67
7,195,82
7,196,62
7,197,91
7,198,34
7,199,82
7,200,62
7,201,18
7,202,70
7,203,14
7,204,27
7,205,2
7,206,98
7,207,11
7,208,73
7,209,40
7,210,11
7,211,35
7,212,63
7,213,62
7,214,89
7,215,1
7,216,11
7,217,82
7,218,49
7,219,13
7,220,59
7,221,27
7,222,66
7,223,98
7,224,36
7,225,55
7,226,71
7,227,98
7,228,100
7,229,84
7,230,96
7,231,8
7,232,52
7,233,17
7,234,35
7,235,13
7,236,9
7,237,81
7,238,91
7,239,53
7,240,44
7,241,56
7,242,66
7,243,54
7,244,70
7,245,34
7,246,97
7,247,46
7,248,89
7,249,28
7,250,16
7,251,50
7,252,37
7,253,75
7,254,7
7,255,86
7,256,63
7,257,67
7,258,98
7,259,71
7,260,65
7,261,18
7,262,89
7,263,24
7,264,37
7,265,38
7,266,95
7,267,18
7,268,62
7,269,10
7,270,86
7,271,25
7,272,15
7,273,72
7,274,58
7,275,95
7,276,64
7,277,6
7,278,89
7,279,31
7,280,62
7,281,80
7,282,49
7,283,34
7,284,56
7,285,27
7,286,51
7,287,81
7,288,98
7,289,64
7,290,15
7,291,41
7,292,85
7,293,10
7,294,8
7,295,89
7,296,80
7,297,61
7,298,57
7,299,26
7,300,19
7,301,78
7,302,94
7,303,52
7,304,55
7,305,73
7,306,7
7,307,81
7,308,43
7,309,17
7,310,27
7,311,32
7,312,61
7,313,67
7,314,52
7,315,94
7,316,21
7,317,48
7,318,29
7,319,87
7,320,36
7,321,42
8,1,3
8,2,54
8,3,18
8,4,73
8,5,2
8,6,48
8,7,27
8,8,19
8,9,97
8,10,2
8,11,73
8,12,72
8,13,39
8,14,79
8,15,25
8,16,72
8,17,26
8,18,82
8,19,64
8,20,7
8,21,52
8,22,97
8,23,69
8,24,3
8,25,15
8,26,9
8,27,33
8,28,18
8,29,19
8,30,88
8,31,55
8,32,9
8,33,34
8,34,3
8,35,18
8,36,82
8,37,44
8,38,3
8,39,4
8,40,17
8,41,36
8,42,96
8,43,57
8,44,47
8,45,47
8,46,13
8,47,75
8,48,78
8,49,65
8,50,59
8,51,46
8,52,49
8,53,20
8,54,16
8,55,28
8,56,91
8,57,87
8,58,64
8,59,21
8,60,44
8,61,33
8,62,14
8,63,2
8,64,91
8,65,76
8,66,97
8,67,2
8,68,21
8,69,16
8,70,3
8,71,41
8,72,36
8,73,88
8,74,50
8,75,31
8,76,59
8,77,100
8,78,48
8,79,25
8,80,72
8,81,37
8,82,96
